Tempo,Voltagem
30.02,-21.3218
30.03,-21.3218
30.04,-21.3218
30.05,-21.3218
30.06,-21.3218
30.07,-21.3218
30.08,-21.3218
30.09,-21.3218
30.1,-21.3218
30.11,-21.3218
30.12,-21.3218
30.13,-21.3219
30.14,-21.3219
30.15,-21.3219
30.16,-21.3219
30.17,-21.3219
30.18,-21.3219
30.19,-21.3219
30.2,-21.3219
30.21,-21.3219
30.22,-21.3219
30.23,-21.3219
30.24,-21.3219
30.25,-21.322
30.26,-21.322
30.27,-21.322
30.28,-21.322
30.29,-21.322
30.3,-21.322
30.31,-21.322
30.32,-21.322
30.33,-21.322
30.34,-21.322
30.35,-21.322
30.36,-21.322
30.37,-21.3221
30.38,-21.3221
30.39,-21.3221
30.4,-21.3221
30.41,-21.3221
30.42,-21.3221
30.43,-21.3221
30.44,-21.3221
30.45,-21.3221
30.46,-21.3221
30.47,-21.3221
30.48,-21.3221
30.49,-21.3222
30.5,-21.3222
30.51,-21.3222
30.52,-21.3222
30.53,-21.3222
30.54,-21.3222
30.55,-21.3222
30.56,-21.3222
30.57,-21.3222
30.58,-21.3222
30.59,-21.3222
30.6,-21.3223
30.61,-21.3223
30.62,-21.3223
30.63,-21.3223
30.64,-21.3223
30.65,-21.3223
30.66,-21.3223
30.67,-21.3223
30.68,-21.3223
30.69,-21.3223
30.7,-21.3223
30.71,-21.3223
30.72,-21.3224
30.73,-21.3224
30.74,-21.3224
30.75,-21.3224
30.76,-21.3224
30.77,-21.3224
30.78,-21.3224
30.79,-21.3224
30.8,-21.3224
30.81,-21.3224
30.82,-21.3224
30.83,-21.3225
30.84,-21.3225
30.85,-21.3225
30.86,-21.3225
30.87,-21.3225
30.88,-21.3225
30.89,-21.3225
30.9,-21.3225
30.91,-21.3225
30.92,-21.3225
30.93,-21.3225
30.94,-21.3226
30.95,-21.3226
30.96,-21.3226
30.97,-21.3226
30.98,-21.3226
30.99,-21.3226
31,-21.3226
31.01,-21.3226
31.02,-21.3226
31.03,-21.3226
31.04,-21.3227
31.05,-21.3227
31.06,-21.3227
31.07,-21.3227
31.08,-21.3227
31.09,-21.3227
31.1,-21.3227
31.11,-21.3227
31.12,-21.3227
31.13,-21.3227
31.14,-21.3227
31.15,-21.3228
31.16,-21.3228
31.17,-21.3228
31.18,-21.3228
31.19,-21.3228
31.2,-21.3228
31.21,-21.3228
31.22,-21.3228
31.23,-21.3228
31.24,-21.3228
31.25,-21.3229
31.26,-21.3229
31.27,-21.3229
31.28,-21.3229
31.29,-21.3229
31.3,-21.3229
31.31,-21.3229
31.32,-21.3229
31.33,-21.3229
31.34,-21.3229
31.35,-21.3229
31.36,-21.323
31.37,-21.323
31.38,-21.323
31.39,-21.323
31.4,-21.323
31.41,-21.323
31.42,-21.323
31.43,-21.323
31.44,-21.323
31.45,-21.323
31.46,-21.3231
31.47,-21.3231
31.48,-21.3231
31.49,-21.3231
31.5,-21.3231
31.51,-21.3231
31.52,-21.3231
31.53,-21.3231
31.54,-21.3231
31.55,-21.3231
31.56,-21.3232
31.57,-21.3232
31.58,-21.3232
31.59,-21.3232
31.6,-21.3232
31.61,-21.3232
31.62,-21.3232
31.63,-21.3232
31.64,-21.3232
31.65,-21.3232
31.66,-21.3232
31.67,-21.3233
31.68,-21.3233
31.69,-21.3233
31.7,-21.3233
31.71,-21.3233
31.72,-21.3233
31.73,-21.3233
31.74,-21.3233
31.75,-21.3233
31.76,-21.3233
31.77,-21.3234
31.78,-21.3234
31.79,-21.3234
31.8,-21.3234
31.81,-21.3234
31.82,-21.3234
31.83,-21.3234
31.84,-21.3234
31.85,-21.3234
31.86,-21.3234
31.87,-21.3235
31.88,-21.3235
31.89,-21.3235
31.9,-21.3235
31.91,-21.3235
31.92,-21.3235
31.93,-21.3235
31.94,-21.3235
31.95,-21.3235
31.96,-21.3235
31.97,-21.3236
31.98,-21.3236
31.99,-21.3236
32,-21.3236
32.01,-21.3236
32.02,-21.3236
32.03,-21.3236
32.04,-21.3236
32.05,-21.3236
32.06,-21.3236
32.07,-21.3237
32.08,-21.3237
32.09,-21.3237
32.1,-21.3237
32.11,-21.3237
32.12,-21.3237
32.13,-21.3237
32.14,-21.3237
32.15,-21.3237
32.16,-21.3237
32.17,-21.3238
32.18,-21.3238
32.19,-21.3238
32.2,-21.3238
32.21,-21.3238
32.22,-21.3238
32.23,-21.3238
32.24,-21.3238
32.25,-21.3238
32.26,-21.3238
32.27,-21.3239
32.28,-21.3239
32.29,-21.3239
32.3,-21.3239
32.31,-21.3239
32.32,-21.3239
32.33,-21.3239
32.34,-21.3239
32.35,-21.3239
32.36,-21.3239
32.37,-21.324
32.38,-21.324
32.39,-21.324
32.4,-21.324
32.41,-21.324
32.42,-21.324
32.43,-21.324
32.44,-21.324
32.45,-21.324
32.46,-21.324
32.47,-21.3241
32.48,-21.3241
32.49,-21.3241
32.5,-21.3241
32.51,-21.3241
32.52,-21.3241
32.53,-21.3241
32.54,-21.3241
32.55,-21.3241
32.56,-21.3241
32.57,-21.3242
32.58,-21.3242
32.59,-21.3242
32.6,-21.3242
32.61,-21.3242
32.62,-21.3242
32.63,-21.3242
32.64,-21.3242
32.65,-21.3242
32.66,-21.3242
32.67,-21.3243
32.68,-21.3243
32.69,-21.3243
32.7,-21.3243
32.71,-21.3243
32.72,-21.3243
32.73,-21.3243
32.74,-21.3243
32.75,-21.3243
32.76,-21.3243
32.77,-21.3244
32.78,-21.3244
32.79,-21.3244
32.8,-21.3244
32.81,-21.3244
32.82,-21.3244
32.83,-21.3244
32.84,-21.3244
32.85,-21.3244
32.86,-21.3244
32.87,-21.3245
32.88,-21.3245
32.89,-21.3245
32.9,-21.3245
32.91,-21.3245
32.92,-21.3245
32.93,-21.3245
32.94,-21.3245
32.95,-21.3245
32.96,-21.3245
32.97,-21.3246
32.98,-21.3246
32.99,-21.3246
33,-21.3246
33.01,-21.3246
33.02,-21.3246
33.03,-21.3246
33.04,-21.3246
33.05,-21.3246
33.06,-21.3246
33.07,-21.3246
33.08,-21.3247
33.09,-21.3247
33.1,-21.3247
33.11,-21.3247
33.12,-21.3247
33.13,-21.3247
33.14,-21.3247
33.15,-21.3247
33.16,-21.3247
33.17,-21.3247
33.18,-21.3248
33.19,-21.3248
33.2,-21.3248
33.21,-21.3248
33.22,-21.3248
33.23,-21.3248
33.24,-21.3248
33.25,-21.3248
33.26,-21.3248
33.27,-21.3248
33.28,-21.3249
33.29,-21.3249
33.3,-21.3249
33.31,-21.3249
33.32,-21.3249
33.33,-21.3249
33.34,-21.3249
33.35,-21.3249
33.36,-21.3249
33.37,-21.3249
33.38,-21.325
33.39,-21.325
33.4,-21.325
33.41,-21.325
33.42,-21.325
33.43,-21.325
33.44,-21.325
33.45,-21.325
33.46,-21.325
33.47,-21.325
33.48,-21.325
33.49,-21.3251
33.5,-21.3251
33.51,-21.3251
33.52,-21.3251
33.53,-21.3251
33.54,-21.3251
33.55,-21.3251
33.56,-21.3251
33.57,-21.3251
33.58,-21.3251
33.59,-21.3252
33.6,-21.3252
33.61,-21.3252
33.62,-21.3252
33.63,-21.3252
33.64,-21.3252
33.65,-21.3252
33.66,-21.3252
33.67,-21.3252
33.68,-21.3252
33.69,-21.3253
33.7,-21.3253
33.71,-21.3253
33.72,-21.3253
33.73,-21.3253
33.74,-21.3253
33.75,-21.3253
33.76,-21.3253
33.77,-21.3253
33.78,-21.3253
33.79,-21.3253
33.8,-21.3254
33.81,-21.3254
33.82,-21.3254
33.83,-21.3254
33.84,-21.3254
33.85,-21.3254
33.86,-21.3254
33.87,-21.3254
33.88,-21.3254
33.89,-21.3254
33.9,-21.3255
33.91,-21.3255
33.92,-21.3255
33.93,-21.3255
33.94,-21.3255
33.95,-21.3255
33.96,-21.3255
33.97,-21.3255
33.98,-21.3255
33.99,-21.3255
34,-21.3255
34.01,-21.3256
34.02,-21.3256
34.03,-21.3256
34.04,-21.3256
34.05,-21.3256
34.06,-21.3256
34.07,-21.3256
34.08,-21.3256
34.09,-21.3256
34.1,-21.3256
34.11,-21.3256
34.12,-21.3257
34.13,-21.3257
34.14,-21.3257
34.15,-21.3257
34.16,-21.3257
34.17,-21.3257
34.18,-21.3257
34.19,-21.3257
34.2,-21.3257
34.21,-21.3257
34.22,-21.3258
34.23,-21.3258
34.24,-21.3258
34.25,-21.3258
34.26,-21.3258
34.27,-21.3258
34.28,-21.3258
34.29,-21.3258
34.3,-21.3258
34.31,-21.3258
34.32,-21.3258
34.33,-21.3259
34.34,-21.3259
34.35,-21.3259
34.36,-21.3259
34.37,-21.3259
34.38,-21.3259
34.39,-21.3259
34.4,-21.3259
34.41,-21.3259
34.42,-21.3259
34.43,-21.3259
34.44,-21.326
34.45,-21.326
34.46,-21.326
34.47,-21.326
34.48,-21.326
34.49,-21.326
34.5,-21.326
34.51,-21.326
34.52,-21.326
34.53,-21.326
34.54,-21.326
34.55,-21.3261
34.56,-21.3261
34.57,-21.3261
34.58,-21.3261
34.59,-21.3261
34.6,-21.3261
34.61,-21.3261
34.62,-21.3261
34.63,-21.3261
34.64,-21.3261
34.65,-21.3261
34.66,-21.3261
34.67,-21.3262
34.68,-21.3262
34.69,-21.3262
34.7,-21.3262
34.71,-21.3262
34.72,-21.3262
34.73,-21.3262
34.74,-21.3262
34.75,-21.3262
34.76,-21.3262
34.77,-21.3262
34.78,-21.3263
34.79,-21.3263
34.8,-21.3263
34.81,-21.3263
34.82,-21.3263
34.83,-21.3263
34.84,-21.3263
34.85,-21.3263
34.86,-21.3263
34.87,-21.3263
34.88,-21.3263
34.89,-21.3264
34.9,-21.3264
34.91,-21.3264
34.92,-21.3264
34.93,-21.3264
34.94,-21.3264
34.95,-21.3264
34.96,-21.3264
34.97,-21.3264
34.98,-21.3264
34.99,-21.3264
35,-21.3264
35.01,-21.3265
35.02,-21.3265
35.03,-21.3265
35.04,-21.3265
35.05,-21.3265
35.06,-21.3265
35.07,-21.3265
35.08,-21.3265
35.09,-21.3265
35.1,-21.3265
35.11,-21.3265
35.12,-21.3266
35.13,-21.3266
35.14,-21.3266
35.15,-21.3266
35.16,-21.3266
35.17,-21.3266
35.18,-21.3266
35.19,-21.3266
35.2,-21.3266
35.21,-21.3266
35.22,-21.3266
35.23,-21.3266
35.24,-21.3267
35.25,-21.3267
35.26,-21.3267
35.27,-21.3267
35.28,-21.3267
35.29,-21.3267
35.3,-21.3267
35.31,-21.3267
35.32,-21.3267
35.33,-21.3267
35.34,-21.3267
35.35,-21.3267
35.36,-21.3268
35.37,-21.3268
35.38,-21.3268
35.39,-21.3268
35.4,-21.3268
35.41,-21.3268
35.42,-21.3268
35.43,-21.3268
35.44,-21.3268
35.45,-21.3268
35.46,-21.3268
35.47,-21.3268
35.48,-21.3269
35.49,-21.3269
35.5,-21.3269
35.51,-21.3269
35.52,-21.3269
35.53,-21.3269
35.54,-21.3269
35.55,-21.3269
35.56,-21.3269
35.57,-21.3269
35.58,-21.3269
35.59,-21.3269
35.6,-21.327
35.61,-21.327
35.62,-21.327
35.63,-21.327
35.64,-21.327
35.65,-21.327
35.66,-21.327
35.67,-21.327
35.68,-21.327
35.69,-21.327
35.7,-21.327
35.71,-21.327
35.72,-21.327
35.73,-21.3271
35.74,-21.3271
35.75,-21.3271
35.76,-21.3271
35.77,-21.3271
35.78,-21.3271
35.79,-21.3271
35.8,-21.3271
35.81,-21.3271
35.82,-21.3271
35.83,-21.3271
35.84,-21.3271
35.85,-21.3272
35.86,-21.3272
35.87,-21.3272
35.88,-21.3272
35.89,-21.3272
35.9,-21.3272
35.91,-21.3272
35.92,-21.3272
35.93,-21.3272
35.94,-21.3272
35.95,-21.3272
35.96,-21.3272
35.97,-21.3272
35.98,-21.3273
35.99,-21.3273
36,-21.3273
36.01,-21.3273
36.02,-21.3273
36.03,-21.3273
36.04,-21.3273
36.05,-21.3273
36.06,-21.3273
36.07,-21.3273
36.08,-21.3273
36.09,-21.3273
36.1,-21.3273
36.11,-21.3274
36.12,-21.3274
36.13,-21.3274
36.14,-21.3274
36.15,-21.3274
36.16,-21.3274
36.17,-21.3274
36.18,-21.3274
36.19,-21.3274
36.2,-21.3274
36.21,-21.3274
36.22,-21.3274
36.23,-21.3274
36.24,-21.3275
36.25,-21.3275
36.26,-21.3275
36.27,-21.3275
36.28,-21.3275
36.29,-21.3275
36.3,-21.3275
36.31,-21.3275
36.32,-21.3275
36.33,-21.3275
36.34,-21.3275
36.35,-21.3275
36.36,-21.3275
36.37,-21.3276
36.38,-21.3276
36.39,-21.3276
36.4,-21.3276
36.41,-21.3276
36.42,-21.3276
36.43,-21.3276
36.44,-21.3276
36.45,-21.3276
36.46,-21.3276
36.47,-21.3276
36.48,-21.3276
36.49,-21.3276
36.5,-21.3276
36.51,-21.3277
36.52,-21.3277
36.53,-21.3277
36.54,-21.3277
36.55,-21.3277
36.56,-21.3277
36.57,-21.3277
36.58,-21.3277
36.59,-21.3277
36.6,-21.3277
36.61,-21.3277
36.62,-21.3277
36.63,-21.3277
36.64,-21.3278
36.65,-21.3278
36.66,-21.3278
36.67,-21.3278
36.68,-21.3278
36.69,-21.3278
36.7,-21.3278
36.71,-21.3278
36.72,-21.3278
36.73,-21.3278
36.74,-21.3278
36.75,-21.3278
36.76,-21.3278
36.77,-21.3278
36.78,-21.3279
36.79,-21.3279
36.8,-21.3279
36.81,-21.3279
36.82,-21.3279
36.83,-21.3279
36.84,-21.3279
36.85,-21.3279
36.86,-21.3279
36.87,-21.3279
36.88,-21.3279
36.89,-21.3279
36.9,-21.3279
36.91,-21.3279
36.92,-21.328
36.93,-21.328
36.94,-21.328
36.95,-21.328
36.96,-21.328
36.97,-21.328
36.98,-21.328
36.99,-21.328
37,-21.328
37.01,-21.328
37.02,-21.328
37.03,-21.328
37.04,-21.328
37.05,-21.328
37.06,-21.328
37.07,-21.3281
37.08,-21.3281
37.09,-21.3281
37.1,-21.3281
37.11,-21.3281
37.12,-21.3281
37.13,-21.3281
37.14,-21.3281
37.15,-21.3281
37.16,-21.3281
37.17,-21.3281
37.18,-21.3281
37.19,-21.3281
37.2,-21.3281
37.21,-21.3281
37.22,-21.3282
37.23,-21.3282
37.24,-21.3282
37.25,-21.3282
37.26,-21.3282
37.27,-21.3282
37.28,-21.3282
37.29,-21.3282
37.3,-21.3282
37.31,-21.3282
37.32,-21.3282
37.33,-21.3282
37.34,-21.3282
37.35,-21.3282
37.36,-21.3282
37.37,-21.3283
37.38,-21.3283
37.39,-21.3283
37.4,-21.3283
37.41,-21.3283
37.42,-21.3283
37.43,-21.3283
37.44,-21.3283
37.45,-21.3283
37.46,-21.3283
37.47,-21.3283
37.48,-21.3283
37.49,-21.3283
37.5,-21.3283
37.51,-21.3283
37.52,-21.3284
37.53,-21.3284
37.54,-21.3284
37.55,-21.3284
37.56,-21.3284
37.57,-21.3284
37.58,-21.3284
37.59,-21.3284
37.6,-21.3284
37.61,-21.3284
37.62,-21.3284
37.63,-21.3284
37.64,-21.3284
37.65,-21.3284
37.66,-21.3284
37.67,-21.3284
37.68,-21.3285
37.69,-21.3285
37.7,-21.3285
37.71,-21.3285
37.72,-21.3285
37.73,-21.3285
37.74,-21.3285
37.75,-21.3285
37.76,-21.3285
37.77,-21.3285
37.78,-21.3285
37.79,-21.3285
37.8,-21.3285
37.81,-21.3285
37.82,-21.3285
37.83,-21.3285
37.84,-21.3286
37.85,-21.3286
37.86,-21.3286
37.87,-21.3286
37.88,-21.3286
37.89,-21.3286
37.9,-21.3286
37.91,-21.3286
37.92,-21.3286
37.93,-21.3286
37.94,-21.3286
37.95,-21.3286
37.96,-21.3286
37.97,-21.3286
37.98,-21.3286
37.99,-21.3286
38,-21.3287
38.01,-21.3287
38.02,-21.3287
38.03,-21.3287
38.04,-21.3287
38.05,-21.3287
38.06,-21.3287
38.07,-21.3287
38.08,-21.3287
38.09,-21.3287
38.1,-21.3287
38.11,-21.3287
38.12,-21.3287
38.13,-21.3287
38.14,-21.3287
38.15,-21.3287
38.16,-21.3287
38.17,-21.3288
38.18,-21.3288
38.19,-21.3288
38.2,-21.3288
38.21,-21.3288
38.22,-21.3288
38.23,-21.3288
38.24,-21.3288
38.25,-21.3288
38.26,-21.3288
38.27,-21.3288
38.28,-21.3288
38.29,-21.3288
38.3,-21.3288
38.31,-21.3288
38.32,-21.3288
38.33,-21.3288
38.34,-21.3289
38.35,-21.3289
38.36,-21.3289
38.37,-21.3289
38.38,-21.3289
38.39,-21.3289
38.4,-21.3289
38.41,-21.3289
38.42,-21.3289
38.43,-21.3289
38.44,-21.3289
38.45,-21.3289
38.46,-21.3289
38.47,-21.3289
38.48,-21.3289
38.49,-21.3289
38.5,-21.3289
38.51,-21.329
38.52,-21.329
38.53,-21.329
38.54,-21.329
38.55,-21.329
38.56,-21.329
38.57,-21.329
38.58,-21.329
38.59,-21.329
38.6,-21.329
38.61,-21.329
38.62,-21.329
38.63,-21.329
38.64,-21.329
38.65,-21.329
38.66,-21.329
38.67,-21.329
38.68,-21.329
38.69,-21.3291
38.7,-21.3291
38.71,-21.3291
38.72,-21.3291
38.73,-21.3291
38.74,-21.3291
38.75,-21.3291
38.76,-21.3291
38.77,-21.3291
38.78,-21.3291
38.79,-21.3291
38.8,-21.3291
38.81,-21.3291
38.82,-21.3291
38.83,-21.3291
38.84,-21.3291
38.85,-21.3291
38.86,-21.3291
38.87,-21.3291
38.88,-21.3292
38.89,-21.3292
38.9,-21.3292
38.91,-21.3292
38.92,-21.3292
38.93,-21.3292
38.94,-21.3292
38.95,-21.3292
38.96,-21.3292
38.97,-21.3292
38.98,-21.3292
38.99,-21.3292
39,-21.3292
39.01,-21.3292
39.02,-21.3292
39.03,-21.3292
39.04,-21.3292
39.05,-21.3292
39.06,-21.3292
39.07,-21.3293
39.08,-21.3293
39.09,-21.3293
39.1,-21.3293
39.11,-21.3293
39.12,-21.3293
39.13,-21.3293
39.14,-21.3293
39.15,-21.3293
39.16,-21.3293
39.17,-21.3293
39.18,-21.3293
39.19,-21.3293
39.2,-21.3293
39.21,-21.3293
39.22,-21.3293
39.23,-21.3293
39.24,-21.3293
39.25,-21.3293
39.26,-21.3294
39.27,-21.3294
39.28,-21.3294
39.29,-21.3294
39.3,-21.3294
39.31,-21.3294
39.32,-21.3294
39.33,-21.3294
39.34,-21.3294
39.35,-21.3294
39.36,-21.3294
39.37,-21.3294
39.38,-21.3294
39.39,-21.3294
39.4,-21.3294
39.41,-21.3294
39.42,-21.3294
39.43,-21.3294
39.44,-21.3294
39.45,-21.3294
39.46,-21.3295
39.47,-21.3295
39.48,-21.3295
39.49,-21.3295
39.5,-21.3295
39.51,-21.3295
39.52,-21.3295
39.53,-21.3295
39.54,-21.3295
39.55,-21.3295
39.56,-21.3295
39.57,-21.3295
39.58,-21.3295
39.59,-21.3295
39.6,-21.3295
39.61,-21.3295
39.62,-21.3295
39.63,-21.3295
39.64,-21.3295
39.65,-21.3295
39.66,-21.3295
39.67,-21.3296
39.68,-21.3296
39.69,-21.3296
39.7,-21.3296
39.71,-21.3296
39.72,-21.3296
39.73,-21.3296
39.74,-21.3296
39.75,-21.3296
39.76,-21.3296
39.77,-21.3296
39.78,-21.3296
39.79,-21.3296
39.8,-21.3296
39.81,-21.3296
39.82,-21.3296
39.83,-21.3296
39.84,-21.3296
39.85,-21.3296
39.86,-21.3296
39.87,-21.3296
39.88,-21.3296
39.89,-21.3297
39.9,-21.3297
39.91,-21.3297
39.92,-21.3297
39.93,-21.3297
39.94,-21.3297
39.95,-21.3297
39.96,-21.3297
39.97,-21.3297
39.98,-21.3297
39.99,-21.3297
40,-21.3297
40.01,-21.3297
40.02,-21.3297
40.03,-21.3297
40.04,-21.3297
40.05,-21.3297
40.06,-21.3297
40.07,-21.3297
40.08,-21.3297
40.09,-21.3297
40.1,-21.3297
40.11,-21.3298
40.12,-21.3298
40.13,-21.3298
40.14,-21.3298
40.15,-21.3298
40.16,-21.3298
40.17,-21.3298
40.18,-21.3298
40.19,-21.3298
40.2,-21.3298
40.21,-21.3298
40.22,-21.3298
40.23,-21.3298
40.24,-21.3298
40.25,-21.3298
40.26,-21.3298
40.27,-21.3298
40.28,-21.3298
40.29,-21.3298
40.3,-21.3298
40.31,-21.3298
40.32,-21.3298
40.33,-21.3298
40.34,-21.3299
40.35,-21.3299
40.36,-21.3299
40.37,-21.3299
40.38,-21.3299
40.39,-21.3299
40.4,-21.3299
40.41,-21.3299
40.42,-21.3299
40.43,-21.3299
40.44,-21.3299
40.45,-21.3299
40.46,-21.3299
40.47,-21.3299
40.48,-21.3299
40.49,-21.3299
40.5,-21.3299
40.51,-21.3299
40.52,-21.3299
40.53,-21.3299
40.54,-21.3299
40.55,-21.3299
40.56,-21.3299
40.57,-21.3299
40.58,-21.33
40.59,-21.33
40.6,-21.33
40.61,-21.33
40.62,-21.33
40.63,-21.33
40.64,-21.33
40.65,-21.33
40.66,-21.33
40.67,-21.33
40.68,-21.33
40.69,-21.33
40.7,-21.33
40.71,-21.33
40.72,-21.33
40.73,-21.33
40.74,-21.33
40.75,-21.33
40.76,-21.33
40.77,-21.33
40.78,-21.33
40.79,-21.33
40.8,-21.33
40.81,-21.33
40.82,-21.33
40.83,-21.3301
40.84,-21.3301
40.85,-21.3301
40.86,-21.3301
40.87,-21.3301
40.88,-21.3301
40.89,-21.3301
40.9,-21.3301
40.91,-21.3301
40.92,-21.3301
40.93,-21.3301
40.94,-21.3301
40.95,-21.3301
40.96,-21.3301
40.97,-21.3301
40.98,-21.3301
40.99,-21.3301
41,-21.3301
41.01,-21.3301
41.02,-21.3301
41.03,-21.3301
41.04,-21.3301
41.05,-21.3301
41.06,-21.3301
41.07,-21.3301
41.08,-21.3301
41.09,-21.3302
41.1,-21.3302
41.11,-21.3302
41.12,-21.3302
41.13,-21.3302
41.14,-21.3302
41.15,-21.3302
41.16,-21.3302
41.17,-21.3302
41.18,-21.3302
41.19,-21.3302
41.2,-21.3302
41.21,-21.3302
41.22,-21.3302
41.23,-21.3302
41.24,-21.3302
41.25,-21.3302
41.26,-21.3302
41.27,-21.3302
41.28,-21.3302
41.29,-21.3302
41.3,-21.3302
41.31,-21.3302
41.32,-21.3302
41.33,-21.3302
41.34,-21.3302
41.35,-21.3302
41.36,-21.3303
41.37,-21.3303
41.38,-21.3303
41.39,-21.3303
41.4,-21.3303
41.41,-21.3303
41.42,-21.3303
41.43,-21.3303
41.44,-21.3303
41.45,-21.3303
41.46,-21.3303
41.47,-21.3303
41.48,-21.3303
41.49,-21.3303
41.5,-21.3303
41.51,-21.3303
41.52,-21.3303
41.53,-21.3303
41.54,-21.3303
41.55,-21.3303
41.56,-21.3303
41.57,-21.3303
41.58,-21.3303
41.59,-21.3303
41.6,-21.3303
41.61,-21.3303
41.62,-21.3303
41.63,-21.3303
41.64,-21.3304
41.65,-21.3304
41.66,-21.3304
41.67,-21.3304
41.68,-21.3304
41.69,-21.3304
41.7,-21.3304
41.71,-21.3304
41.72,-21.3304
41.73,-21.3304
41.74,-21.3304
41.75,-21.3304
41.76,-21.3304
41.77,-21.3304
41.78,-21.3304
41.79,-21.3304
41.8,-21.3304
41.81,-21.3304
41.82,-21.3304
41.83,-21.3304
41.84,-21.3304
41.85,-21.3304
41.86,-21.3304
41.87,-21.3304
41.88,-21.3304
41.89,-21.3304
41.9,-21.3304
41.91,-21.3304
41.92,-21.3304
41.93,-21.3304
41.94,-21.3305
41.95,-21.3305
41.96,-21.3305
41.97,-21.3305
41.98,-21.3305
41.99,-21.3305
42,-21.3305
42.01,-21.3305
42.02,-21.3305
42.03,-21.3305
42.04,-21.3305
42.05,-21.3305
42.06,-21.3305
42.07,-21.3305
42.08,-21.3305
42.09,-21.3305
42.1,-21.3305
42.11,-21.3305
42.12,-21.3305
42.13,-21.3305
42.14,-21.3305
42.15,-21.3305
42.16,-21.3305
42.17,-21.3305
42.18,-21.3305
42.19,-21.3305
42.2,-21.3305
42.21,-21.3305
42.22,-21.3305
42.23,-21.3305
42.24,-21.3305
42.25,-21.3305
42.26,-21.3306
42.27,-21.3306
42.28,-21.3306
42.29,-21.3306
42.3,-21.3306
42.31,-21.3306
42.32,-21.3306
42.33,-21.3306
42.34,-21.3306
42.35,-21.3306
42.36,-21.3306
42.37,-21.3306
42.38,-21.3306
42.39,-21.3306
42.4,-21.3306
42.41,-21.3306
42.42,-21.3306
42.43,-21.3306
42.44,-21.3306
42.45,-21.3306
42.46,-21.3306
42.47,-21.3306
42.48,-21.3306
42.49,-21.3306
42.5,-21.3306
42.51,-21.3306
42.52,-21.3306
42.53,-21.3306
42.54,-21.3306
42.55,-21.3306
42.56,-21.3306
42.57,-21.3306
42.58,-21.3306
42.59,-21.3307
42.6,-21.3307
42.61,-21.3307
42.62,-21.3307
42.63,-21.3307
42.64,-21.3307
42.65,-21.3307
42.66,-21.3307
42.67,-21.3307
42.68,-21.3307
42.69,-21.3307
42.7,-21.3307
42.71,-21.3307
42.72,-21.3307
42.73,-21.3307
42.74,-21.3307
42.75,-21.3307
42.76,-21.3307
42.77,-21.3307
42.78,-21.3307
42.79,-21.3307
42.8,-21.3307
42.81,-21.3307
42.82,-21.3307
42.83,-21.3307
42.84,-21.3307
42.85,-21.3307
42.86,-21.3307
42.87,-21.3307
42.88,-21.3307
42.89,-21.3307
42.9,-21.3307
42.91,-21.3307
42.92,-21.3307
42.93,-21.3307
42.94,-21.3308
42.95,-21.3308
42.96,-21.3308
42.97,-21.3308
42.98,-21.3308
42.99,-21.3308
43,-21.3308
43.01,-21.3308
43.02,-21.3308
43.03,-21.3308
43.04,-21.3308
43.05,-21.3308
43.06,-21.3308
43.07,-21.3308
43.08,-21.3308
43.09,-21.3308
43.1,-21.3308
43.11,-21.3308
43.12,-21.3308
43.13,-21.3308
43.14,-21.3308
43.15,-21.3308
43.16,-21.3308
43.17,-21.3308
43.18,-21.3308
43.19,-21.3308
43.2,-21.3308
43.21,-21.3308
43.22,-21.3308
43.23,-21.3308
43.24,-21.3308
43.25,-21.3308
43.26,-21.3308
43.27,-21.3308
43.28,-21.3308
43.29,-21.3308
43.3,-21.3308
43.31,-21.3308
43.32,-21.3309
43.33,-21.3309
43.34,-21.3309
43.35,-21.3309
43.36,-21.3309
43.37,-21.3309
43.38,-21.3309
43.39,-21.3309
43.4,-21.3309
43.41,-21.3309
43.42,-21.3309
43.43,-21.3309
43.44,-21.3309
43.45,-21.3309
43.46,-21.3309
43.47,-21.3309
43.48,-21.3309
43.49,-21.3309
43.5,-21.3309
43.51,-21.3309
43.52,-21.3309
43.53,-21.3309
43.54,-21.3309
43.55,-21.3309
43.56,-21.3309
43.57,-21.3309
43.58,-21.3309
43.59,-21.3309
43.6,-21.3309
43.61,-21.3309
43.62,-21.3309
43.63,-21.3309
43.64,-21.3309
43.65,-21.3309
43.66,-21.3309
43.67,-21.3309
43.68,-21.3309
43.69,-21.3309
43.7,-21.3309
43.71,-21.3309
43.72,-21.331
43.73,-21.331
43.74,-21.331
43.75,-21.331
43.76,-21.331
43.77,-21.331
43.78,-21.331
43.79,-21.331
43.8,-21.331
43.81,-21.331
43.82,-21.331
43.83,-21.331
43.84,-21.331
43.85,-21.331
43.86,-21.331
43.87,-21.331
43.88,-21.331
43.89,-21.331
43.9,-21.331
43.91,-21.331
43.92,-21.331
43.93,-21.331
43.94,-21.331
43.95,-21.331
43.96,-21.331
43.97,-21.331
43.98,-21.331
43.99,-21.331
44,-21.331
44.01,-21.331
44.02,-21.331
44.03,-21.331
44.04,-21.331
44.05,-21.331
44.06,-21.331
44.07,-21.331
44.08,-21.331
44.09,-21.331
44.1,-21.331
44.11,-21.331
44.12,-21.331
44.13,-21.331
44.14,-21.331
44.15,-21.3311
44.16,-21.3311
44.17,-21.3311
44.18,-21.3311
44.19,-21.3311
