Tempo,Voltagem
44.2,-21.3311
44.21,-21.3311
44.22,-21.3311
44.23,-21.3311
44.24,-21.3311
44.25,-21.3311
44.26,-21.3311
44.27,-21.3311
44.28,-21.3311
44.29,-21.3311
44.3,-21.3311
44.31,-21.3311
44.32,-21.3311
44.33,-21.3311
44.34,-21.3311
44.35,-21.3311
44.36,-21.3311
44.37,-21.3311
44.38,-21.3311
44.39,-21.3311
44.4,-21.3311
44.41,-21.3311
44.42,-21.3311
44.43,-21.3311
44.44,-21.3311
44.45,-21.3311
44.46,-21.3311
44.47,-21.3311
44.48,-21.3311
44.49,-21.3311
44.5,-21.3311
44.51,-21.3311
44.52,-21.3311
44.53,-21.3311
44.54,-21.3311
44.55,-21.3311
44.56,-21.3311
44.57,-21.3311
44.58,-21.3311
44.59,-21.3311
44.6,-21.3311
44.61,-21.3311
44.62,-21.3311
44.63,-21.3312
44.64,-21.3312
44.65,-21.3312
44.66,-21.3312
44.67,-21.3312
44.68,-21.3312
44.69,-21.3312
44.7,-21.3312
44.71,-21.3312
44.72,-21.3312
44.73,-21.3312
44.74,-21.3312
44.75,-21.3312
44.76,-21.3312
44.77,-21.3312
44.78,-21.3312
44.79,-21.3312
44.8,-21.3312
44.81,-21.3312
44.82,-21.3312
44.83,-21.3312
44.84,-21.3312
44.85,-21.3312
44.86,-21.3312
44.87,-21.3312
44.88,-21.3312
44.89,-21.3312
44.9,-21.3312
44.91,-21.3312
44.92,-21.3312
44.93,-21.3312
44.94,-21.3312
44.95,-21.3312
44.96,-21.3312
44.97,-21.3312
44.98,-21.3312
44.99,-21.3312
45,-21.3312
45.01,-21.3312
45.02,-21.3312
45.03,-21.3312
45.04,-21.3312
45.05,-21.3312
45.06,-21.3312
45.07,-21.3312
45.08,-21.3312
45.09,-21.3312
45.1,-21.3312
45.11,-21.3312
45.12,-21.3312
45.13,-21.3312
45.14,-21.3313
45.15,-21.3313
45.16,-21.3313
45.17,-21.3313
45.18,-21.3313
45.19,-21.3313
45.2,-21.3313
45.21,-21.3313
45.22,-21.3313
45.23,-21.3313
45.24,-21.3313
45.25,-21.3313
45.26,-21.3313
45.27,-21.3313
45.28,-21.3313
45.29,-21.3313
45.3,-21.3313
45.31,-21.3313
45.32,-21.3313
45.33,-21.3313
45.34,-21.3313
45.35,-21.3313
45.36,-21.3313
45.37,-21.3313
45.38,-21.3313
45.39,-21.3313
45.4,-21.3313
45.41,-21.3313
45.42,-21.3313
45.43,-21.3313
45.44,-21.3313
45.45,-21.3313
45.46,-21.3313
45.47,-21.3313
45.48,-21.3313
45.49,-21.3313
45.5,-21.3313
45.51,-21.3313
45.52,-21.3313
45.53,-21.3313
45.54,-21.3313
45.55,-21.3313
45.56,-21.3313
45.57,-21.3313
45.58,-21.3313
45.59,-21.3313
45.6,-21.3313
45.61,-21.3313
45.62,-21.3313
45.63,-21.3313
45.64,-21.3313
45.65,-21.3313
45.66,-21.3313
45.67,-21.3313
45.68,-21.3313
45.69,-21.3313
45.7,-21.3313
45.71,-21.3314
45.72,-21.3314
45.73,-21.3314
45.74,-21.3314
45.75,-21.3314
45.76,-21.3314
45.77,-21.3314
45.78,-21.3314
45.79,-21.3314
45.8,-21.3314
45.81,-21.3314
45.82,-21.3314
45.83,-21.3314
45.84,-21.3314
45.85,-21.3314
45.86,-21.3314
45.87,-21.3314
45.88,-21.3314
45.89,-21.3314
45.9,-21.3314
45.91,-21.3314
45.92,-21.3314
45.93,-21.3314
45.94,-21.3314
45.95,-21.3314
45.96,-21.3314
45.97,-21.3314
45.98,-21.3314
45.99,-21.3314
46,-21.3314
46.01,-21.3314
46.02,-21.3314
46.03,-21.3314
46.04,-21.3314
46.05,-21.3314
46.06,-21.3314
46.07,-21.3314
46.08,-21.3314
46.09,-21.3314
46.1,-21.3314
46.11,-21.3314
46.12,-21.3314
46.13,-21.3314
46.14,-21.3314
46.15,-21.3314
46.16,-21.3314
46.17,-21.3314
46.18,-21.3314
46.19,-21.3314
46.2,-21.3314
46.21,-21.3314
46.22,-21.3314
46.23,-21.3314
46.24,-21.3314
46.25,-21.3314
46.26,-21.3314
46.27,-21.3314
46.28,-21.3314
46.29,-21.3314
46.3,-21.3314
46.31,-21.3314
46.32,-21.3314
46.33,-21.3314
46.34,-21.3314
46.35,-21.3315
46.36,-21.3315
46.37,-21.3315
46.38,-21.3315
46.39,-21.3315
46.4,-21.3315
46.41,-21.3315
46.42,-21.3315
46.43,-21.3315
46.44,-21.3315
46.45,-21.3315
46.46,-21.3315
46.47,-21.3315
46.48,-21.3315
46.49,-21.3315
46.5,-21.3315
46.51,-21.3315
46.52,-21.3315
46.53,-21.3315
46.54,-21.3315
46.55,-21.3315
46.56,-21.3315
46.57,-21.3315
46.58,-21.3315
46.59,-21.3315
46.6,-21.3315
46.61,-21.3315
46.62,-21.3315
46.63,-21.3315
46.64,-21.3315
46.65,-21.3315
46.66,-21.3315
46.67,-21.3315
46.68,-21.3315
46.69,-21.3315
46.7,-21.3315
46.71,-21.3315
46.72,-21.3315
46.73,-21.3315
46.74,-21.3315
46.75,-21.3315
46.76,-21.3315
46.77,-21.3315
46.78,-21.3315
46.79,-21.3315
46.8,-21.3315
46.81,-21.3315
46.82,-21.3315
46.83,-21.3315
46.84,-21.3315
46.85,-21.3315
46.86,-21.3315
46.87,-21.3315
46.88,-21.3315
46.89,-21.3315
46.9,-21.3315
46.91,-21.3315
46.92,-21.3315
46.93,-21.3315
46.94,-21.3315
46.95,-21.3315
46.96,-21.3315
46.97,-21.3315
46.98,-21.3315
46.99,-21.3315
47,-21.3315
47.01,-21.3315
47.02,-21.3315
47.03,-21.3315
47.04,-21.3315
47.05,-21.3315
47.06,-21.3315
47.07,-21.3316
47.08,-21.3316
47.09,-21.3316
47.1,-21.3316
47.11,-21.3316
47.12,-21.3316
47.13,-21.3316
47.14,-21.3316
47.15,-21.3316
47.16,-21.3316
47.17,-21.3316
47.18,-21.3316
47.19,-21.3316
47.2,-21.3316
47.21,-21.3316
47.22,-21.3316
47.23,-21.3316
47.24,-21.3316
47.25,-21.3316
47.26,-21.3316
47.27,-21.3316
47.28,-21.3316
47.29,-21.3316
47.3,-21.3316
47.31,-21.3316
47.32,-21.3316
47.33,-21.3316
47.34,-21.3316
47.35,-21.3316
47.36,-21.3316
47.37,-21.3316
47.38,-21.3316
47.39,-21.3316
47.4,-21.3316
47.41,-21.3316
47.42,-21.3316
47.43,-21.3316
47.44,-21.3316
47.45,-21.3316
47.46,-21.3316
47.47,-21.3316
47.48,-21.3316
47.49,-21.3316
47.5,-21.3316
47.51,-21.3316
47.52,-21.3316
47.53,-21.3316
47.54,-21.3316
47.55,-21.3316
47.56,-21.3316
47.57,-21.3316
47.58,-21.3316
47.59,-21.3316
47.6,-21.3316
47.61,-21.3316
47.62,-21.3316
47.63,-21.3316
47.64,-21.3316
47.65,-21.3316
47.66,-21.3316
47.67,-21.3316
47.68,-21.3316
47.69,-21.3316
47.7,-21.3316
47.71,-21.3316
47.72,-21.3316
47.73,-21.3316
47.74,-21.3316
47.75,-21.3316
47.76,-21.3316
47.77,-21.3316
47.78,-21.3316
47.79,-21.3316
47.8,-21.3316
47.81,-21.3316
47.82,-21.3316
47.83,-21.3316
47.84,-21.3316
47.85,-21.3316
47.86,-21.3316
47.87,-21.3316
47.88,-21.3316
47.89,-21.3316
47.9,-21.3316
47.91,-21.3317
47.92,-21.3317
47.93,-21.3317
47.94,-21.3317
47.95,-21.3317
47.96,-21.3317
47.97,-21.3317
47.98,-21.3317
47.99,-21.3317
48,-21.3317
48.01,-21.3317
48.02,-21.3317
48.03,-21.3317
48.04,-21.3317
48.05,-21.3317
48.06,-21.3317
48.07,-21.3317
48.08,-21.3317
48.09,-21.3317
48.1,-21.3317
48.11,-21.3317
48.12,-21.3317
48.13,-21.3317
48.14,-21.3317
48.15,-21.3317
48.16,-21.3317
48.17,-21.3317
48.18,-21.3317
48.19,-21.3317
48.2,-21.3317
48.21,-21.3317
48.22,-21.3317
48.23,-21.3317
48.24,-21.3317
48.25,-21.3317
48.26,-21.3317
48.27,-21.3317
48.28,-21.3317
48.29,-21.3317
48.3,-21.3317
48.31,-21.3317
48.32,-21.3317
48.33,-21.3317
48.34,-21.3317
48.35,-21.3317
48.36,-21.3317
48.37,-21.3317
48.38,-21.3317
48.39,-21.3317
48.4,-21.3317
48.41,-21.3317
48.42,-21.3317
48.43,-21.3317
48.44,-21.3317
48.45,-21.3317
48.46,-21.3317
48.47,-21.3317
48.48,-21.3317
48.49,-21.3317
48.5,-21.3317
48.51,-21.3317
48.52,-21.3317
48.53,-21.3317
48.54,-21.3317
48.55,-21.3317
48.56,-21.3317
48.57,-21.3317
48.58,-21.3317
48.59,-21.3317
48.6,-21.3317
48.61,-21.3317
48.62,-21.3317
48.63,-21.3317
48.64,-21.3317
48.65,-21.3317
48.66,-21.3317
48.67,-21.3317
48.68,-21.3317
48.69,-21.3317
48.7,-21.3317
48.71,-21.3317
48.72,-21.3317
48.73,-21.3317
48.74,-21.3317
48.75,-21.3317
48.76,-21.3317
48.77,-21.3317
48.78,-21.3317
48.79,-21.3317
48.8,-21.3317
48.81,-21.3317
48.82,-21.3317
48.83,-21.3317
48.84,-21.3317
48.85,-21.3317
48.86,-21.3317
48.87,-21.3317
48.88,-21.3317
48.89,-21.3317
48.9,-21.3317
48.91,-21.3317
48.92,-21.3318
48.93,-21.3318
48.94,-21.3318
48.95,-21.3318
48.96,-21.3318
48.97,-21.3318
48.98,-21.3318
48.99,-21.3318
49,-21.3318
49.01,-21.3318
49.02,-21.3318
49.03,-21.3318
49.04,-21.3318
49.05,-21.3318
49.06,-21.3318
49.07,-21.3318
49.08,-21.3318
49.09,-21.3318
49.1,-21.3318
49.11,-21.3318
49.12,-21.3318
49.13,-21.3318
49.14,-21.3318
49.15,-21.3318
49.16,-21.3318
49.17,-21.3318
49.18,-21.3318
49.19,-21.3318
49.2,-21.3318
49.21,-21.3318
49.22,-21.3318
49.23,-21.3318
49.24,-21.3318
49.25,-21.3318
49.26,-21.3318
49.27,-21.3318
49.28,-21.3318
49.29,-21.3318
49.3,-21.3318
49.31,-21.3318
49.32,-21.3318
49.33,-21.3318
49.34,-21.3318
49.35,-21.3318
49.36,-21.3318
49.37,-21.3318
49.38,-21.3318
49.39,-21.3318
49.4,-21.3318
49.41,-21.3318
49.42,-21.3318
49.43,-21.3318
49.44,-21.3318
49.45,-21.3318
49.46,-21.3318
49.47,-21.3318
49.48,-21.3318
49.49,-21.3318
49.5,-21.3318
49.51,-21.3318
49.52,-21.3318
49.53,-21.3318
49.54,-21.3318
49.55,-21.3318
49.56,-21.3318
49.57,-21.3318
49.58,-21.3318
49.59,-21.3318
49.6,-21.3318
49.61,-21.3318
49.62,-21.3318
49.63,-21.3318
49.64,-21.3318
49.65,-21.3318
49.66,-21.3318
49.67,-21.3318
49.68,-21.3318
49.69,-21.3318
49.7,-21.3318
49.71,-21.3318
49.72,-21.3318
49.73,-21.3318
49.74,-21.3318
49.75,-21.3318
49.76,-21.3318
49.77,-21.3318
49.78,-21.3318
49.79,-21.3318
49.8,-21.3318
49.81,-21.3318
49.82,-21.3318
49.83,-21.3318
49.84,-21.3318
49.85,-21.3318
49.86,-21.3318
49.87,-21.3318
49.88,-21.3318
49.89,-21.3318
49.9,-21.3318
49.91,-21.3318
49.92,-21.3318
49.93,-21.3318
49.94,-21.3318
49.95,-21.3318
49.96,-21.3318
49.97,-21.3318
49.98,-21.3318
49.99,-21.3318
50,-21.3318
